Timestamp;CPU Usage (%);Mem Usage (MiB);Mem Usage (KiB);Virtual Mem (MiB);Virtual Mem (KiB);Threads;Page Faults
2024-01-18 03:01:04;0;26;26640;707;724484;9;4194304
2024-01-18 03:01:05;53.8874;517;529412;74840;76636820;298;4194304
2024-01-18 03:01:06;74.1144;981;1005388;106221;108770640;408;4194304
2024-01-18 03:01:07;72.4138;1427;1461468;162495;166395276;645;4194304
2024-01-18 03:01:08;73.6842;1899;1945412;194920;199599020;758;4194304
2024-01-18 03:01:09;79.9458;2360;2417476;217027;222236660;832;4194304
2024-01-18 03:01:11;77.4359;2731;2797300;239154;244893720;930;4194304
2024-01-18 03:01:12;76.2032;3118;3192980;271086;277592192;1046;4194304
2024-01-18 03:01:13;68.7817;3556;3641700;329984;337904132;1318;4194304
2024-01-18 03:01:14;85.422;3996;4092084;369666;378538428;1488;4194304
2024-01-18 03:01:15;80.4511;4456;4563608;415920;425902732;1602;4194304
2024-01-18 03:01:16;71.875;4939;5058448;440070;450632220;1691;4194304
2024-01-18 03:01:17;79.798;5336;5464944;458560;469566448;1764;4194304
2024-01-18 03:01:18;78.0247;5696;5832780;473976;485352144;1828;4194304
2024-01-18 03:01:19;81.7043;6005;6150036;501236;513266424;1922;1077936128
2024-01-18 03:01:20;75.9305;6401;6555404;525406;538015988;2010;4194304
2024-01-18 03:01:21;80.402;6781;6944020;525805;538424544;2010;4194304
2024-01-18 03:01:22;61.5764;6976;7144356;526144;538771936;2010;4194304
2024-01-18 03:01:23;18.1592;6964;7131720;526164;538792160;2010;4194304
2024-01-18 03:01:24;10;6961;7128300;526165;538793440;2010;4194304
2024-01-18 03:01:25;10.2625;6961;7128100;526164;538792416;2010;4194304
2024-01-18 03:01:26;11.2745;6959;7126828;526163;538791904;2010;4194304
2024-01-18 03:01:27;8.41346;6963;7130544;526166;538794464;2010;4194304
2024-01-18 03:01:28;8.45411;6966;7133568;526168;538797024;2010;4194304
2024-01-18 03:01:29;14.0394;6958;7125856;526159;538787552;2010;4194304
