Timestamp;CPU Usage (%);Mem Usage (MiB);Mem Usage (KiB);Virtual Mem (MiB);Virtual Mem (KiB);Threads;Page Faults
2024-01-18 02:59:30;0;26;26652;707;724484;9;4194304
2024-01-18 02:59:31;1.19048;46;47740;1553;1591168;12;4194304
2024-01-18 02:59:32;0;46;47740;1553;1591168;12;4194304
2024-01-18 02:59:33;0;46;47740;1553;1591168;12;4194304
2024-01-18 02:59:34;0;46;47740;1553;1591168;12;4194304
2024-01-18 02:59:35;0;46;47740;1553;1591168;12;4194304
2024-01-18 02:59:36;0;46;47740;1553;1591168;12;4194304
2024-01-18 02:59:37;0;46;47740;1553;1591168;12;4194304
2024-01-18 02:59:38;0.487805;45;47036;1553;1590656;12;4194304
2024-01-18 02:59:39;0.480769;44;45592;1550;1588096;12;4194304
2024-01-18 02:59:40;0;44;45592;1550;1588096;12;4194304
2024-01-18 02:59:41;0;44;45592;1550;1588096;12;4194304
2024-01-18 02:59:42;0;44;45592;1550;1588096;12;4194304
2024-01-18 02:59:43;0;44;45592;1550;1588096;12;4194304
2024-01-18 02:59:44;0;44;45592;1550;1588096;12;4194304
2024-01-18 02:59:45;0;44;45592;1550;1588096;12;4194304
2024-01-18 02:59:46;0.243309;44;45592;1550;1588096;12;4194304
2024-01-18 02:59:47;0;44;45592;1550;1588096;12;4194304
2024-01-18 02:59:48;0;44;45592;1550;1588096;12;4194304
2024-01-18 02:59:49;0;44;45592;1550;1588096;12;4194304
2024-01-18 02:59:50;0;44;45592;1550;1588096;12;4194304
2024-01-18 02:59:51;0;44;45592;1550;1588096;12;4194304
2024-01-18 02:59:52;0;44;45592;1550;1588096;12;4194304
2024-01-18 02:59:53;0;44;45592;1550;1588096;12;4194304
2024-01-18 02:59:54;0;44;45592;1550;1588096;12;4194304
2024-01-18 02:59:55;0;44;45592;1550;1588096;12;4194304
2024-01-18 02:59:56;0;44;45592;1550;1588096;12;4194304
2024-01-18 02:59:57;0;44;45592;1550;1588096;12;4194304
2024-01-18 02:59:58;0;44;45592;1550;1588096;12;4194304
2024-01-18 02:59:59;0;44;45592;1550;1588096;12;4194304
2024-01-18 03:00:00;0;44;45592;1550;1588096;12;4194304
2024-01-18 03:00:02;0;44;45592;1550;1588096;12;4194304
2024-01-18 03:00:03;0;44;45592;1550;1588096;12;4194304
2024-01-18 03:00:04;0;44;45592;1550;1588096;12;4194304
2024-01-18 03:00:05;0;44;45592;1550;1588096;12;4194304
2024-01-18 03:00:06;0;44;45592;1550;1588096;12;4194304
2024-01-18 03:00:07;0;44;45592;1550;1588096;12;4194304
2024-01-18 03:00:08;0;44;45592;1550;1588096;12;4194304
2024-01-18 03:00:09;0;44;45592;1550;1588096;12;4194304
2024-01-18 03:00:10;0;44;45592;1550;1588096;12;4194304
2024-01-18 03:00:11;0;44;45592;1550;1588096;12;4194304
2024-01-18 03:00:12;0;44;45592;1550;1588096;12;4194304
2024-01-18 03:00:13;0;44;45592;1550;1588096;12;4194304
2024-01-18 03:00:14;0;44;45592;1550;1588096;12;4194304
2024-01-18 03:00:15;0;44;45592;1550;1588096;12;4194304
2024-01-18 03:00:16;0;44;45592;1550;1588096;12;4194304
2024-01-18 03:00:17;0;44;45592;1550;1588096;12;4194304
2024-01-18 03:00:18;0;44;45592;1550;1588096;12;4194304
2024-01-18 03:00:19;0;44;45592;1550;1588096;12;4194304
2024-01-18 03:00:20;0;44;45592;1550;1588096;12;4194304
2024-01-18 03:00:21;0;44;45592;1550;1588096;12;4194304
2024-01-18 03:00:22;0;44;45592;1550;1588096;12;4194304
2024-01-18 03:00:23;0;44;45592;1550;1588096;12;4194304
2024-01-18 03:00:24;0;44;45592;1550;1588096;12;4194304
2024-01-18 03:00:25;0;44;45592;1550;1588096;12;4194304
2024-01-18 03:00:26;0;44;45592;1550;1588096;12;4194304
2024-01-18 03:00:27;0;44;45592;1550;1588096;12;4194304
2024-01-18 03:00:28;0;44;45592;1550;1588096;12;4194304
2024-01-18 03:00:29;0;44;45592;1550;1588096;12;4194304
2024-01-18 03:00:30;0;44;45592;1550;1588096;12;4194304
2024-01-18 03:00:31;0;44;45592;1550;1588096;12;4194304
2024-01-18 03:00:32;0;44;45592;1550;1588096;12;4194304
2024-01-18 03:00:34;0;44;45592;1550;1588096;12;4194304
2024-01-18 03:00:35;0;44;45592;1550;1588096;12;4194304
2024-01-18 03:00:36;0;44;45592;1550;1588096;12;4194304
2024-01-18 03:00:37;0;44;45592;1550;1588096;12;4194304
2024-01-18 03:00:38;0;44;45592;1550;1588096;12;4194304
2024-01-18 03:00:39;0;44;45592;1550;1588096;12;4194304
2024-01-18 03:00:40;0.241546;44;45592;1550;1588096;12;4194304
2024-01-18 03:00:41;0;44;45592;1550;1588096;12;4194304
2024-01-18 03:00:42;0;44;45592;1550;1588096;12;4194304
2024-01-18 03:00:43;0;44;45592;1550;1588096;12;4194304
2024-01-18 03:00:44;0;44;45592;1550;1588096;12;4194304
2024-01-18 03:00:45;0;44;45592;1550;1588096;12;4194304
2024-01-18 03:00:46;0;44;45592;1550;1588096;12;4194304
