Timestamp;CPU Usage (%);Mem Usage (MiB);Mem Usage (KiB);Virtual Mem (MiB);Virtual Mem (KiB);Threads;Page Faults
2024-01-16 02:24:39;0;7;7796;1990;2037820;2;4194304
2024-01-16 02:24:40;41.2346;140;143920;268341;274781896;26;1077936128
2024-01-16 02:24:42;32.9238;167;171240;268414;274856560;26;1077936128
2024-01-16 02:24:43;25.1232;175;179636;268414;274856692;26;1077936128
2024-01-16 02:24:44;4.09639;176;180532;268414;274856692;26;1077936128
2024-01-16 02:24:45;0;176;180532;268414;274856692;26;1077936128
2024-01-16 02:24:46;0;176;180532;268414;274856692;26;1077936128
2024-01-16 02:24:47;0;176;180532;268414;274856692;26;1077936128
2024-01-16 02:24:48;0;176;180532;268414;274856692;26;1077936128
2024-01-16 02:24:49;0;176;180532;268414;274856692;26;1077936128
2024-01-16 02:24:50;0;176;180708;268414;274856688;26;1077936128
2024-01-16 02:24:51;0;176;180708;268414;274856688;26;1077936128
2024-01-16 02:24:52;0;176;180708;268414;274856688;26;1077936128
2024-01-16 02:24:53;0;176;180708;268414;274856688;26;1077936128
2024-01-16 02:24:54;0;176;180708;268414;274856688;26;1077936128
2024-01-16 02:24:55;0.239234;176;180740;268414;274856688;26;1077936128
2024-01-16 02:24:56;0;176;180740;268414;274856688;26;1077936128
2024-01-16 02:24:57;0;176;180740;268414;274856688;26;1077936128
2024-01-16 02:24:58;0;176;180740;268414;274856688;26;1077936128
2024-01-16 02:24:59;0;176;180740;268414;274856688;26;1077936128
2024-01-16 02:25:00;0.245098;176;180764;268414;274856672;25;1077936128
2024-01-16 02:25:01;0;176;180760;268414;274856640;23;1077936128
2024-01-16 02:25:02;0;176;180764;268406;274848428;22;1077936128
2024-01-16 02:25:03;0;176;180764;268406;274848428;22;1077936128
2024-01-16 02:25:04;0;176;180736;268398;274840216;21;1077936128
2024-01-16 02:25:05;0;176;180736;268398;274840216;21;1077936128
2024-01-16 02:25:06;0;176;180736;268398;274840216;21;1077936128
2024-01-16 02:25:07;0.242131;176;180728;268398;274840224;22;1077936128
2024-01-16 02:25:08;0;176;180728;268398;274840224;22;1077936128
2024-01-16 02:25:09;0;176;180728;268398;274840224;22;1077936128
2024-01-16 02:25:10;0.2457;176;180740;268398;274840228;22;1077936128
2024-01-16 02:25:11;0;176;180784;268398;274840236;22;1077936128
2024-01-16 02:25:12;0;176;180784;268398;274840236;22;1077936128
2024-01-16 02:25:14;0;176;180784;268398;274840236;22;1077936128
2024-01-16 02:25:15;0;176;180784;268398;274840236;22;1077936128
2024-01-16 02:25:16;0;176;180772;268398;274840220;21;1077936128
2024-01-16 02:25:17;0;176;180772;268398;274840220;21;1077936128
2024-01-16 02:25:18;0;176;180772;268398;274840220;21;1077936128
2024-01-16 02:25:19;0;176;180772;268398;274840220;21;1077936128
2024-01-16 02:25:20;0.488998;176;180772;268398;274840236;22;1077936128
2024-01-16 02:25:21;0;176;180772;268398;274840236;22;1077936128
2024-01-16 02:25:22;0;176;180772;268398;274840236;22;1077936128
2024-01-16 02:25:23;0;176;180772;268398;274840236;22;1077936128
2024-01-16 02:25:24;0;176;180772;268398;274840236;22;1077936128
2024-01-16 02:25:25;0.245098;176;180780;268398;274840236;22;1077936128
2024-01-16 02:25:26;0;176;180780;268398;274840236;22;1077936128
2024-01-16 02:25:27;0;176;180780;268398;274840236;22;1077936128
2024-01-16 02:25:28;0;176;180780;268398;274840236;22;1077936128
2024-01-16 02:25:29;0;176;180784;268398;274840220;21;1077936128
2024-01-16 02:25:30;0;176;180784;268398;274840236;22;1077936128
2024-01-16 02:25:31;0;176;180784;268398;274840236;22;1077936128
2024-01-16 02:25:32;1.21065;176;180800;268398;274840224;22;1077936128
2024-01-16 02:25:33;0;176;180800;268398;274840224;22;1077936128
2024-01-16 02:25:34;0;176;180800;268398;274840224;22;1077936128
2024-01-16 02:25:35;0;176;180800;268398;274840224;22;1077936128
2024-01-16 02:25:36;0;176;180808;268398;274840208;21;1077936128
2024-01-16 02:25:37;0;176;180808;268398;274840208;21;1077936128
2024-01-16 02:25:38;0;176;180808;268398;274840208;21;1077936128
2024-01-16 02:25:39;0;176;180808;268398;274840208;21;1077936128
2024-01-16 02:25:40;0.246305;176;180816;268398;274840228;22;1077936128
2024-01-16 02:25:41;0;176;180816;268398;274840228;22;1077936128
2024-01-16 02:25:42;0;176;180816;268398;274840228;22;1077936128
2024-01-16 02:25:43;0;176;180816;268398;274840228;22;1077936128
2024-01-16 02:25:44;0;176;180816;268398;274840228;22;1077936128
