Timestamp;CPU Usage (%);Mem Usage (MiB);Mem Usage (KiB);Virtual Mem (MiB);Virtual Mem (KiB);Threads;Page Faults
2024-01-18 02:33:55;0;11;12192;1208;1237208;8;4194304
2024-01-18 02:33:56;0.737101;15;15568;1209;1238104;9;1077936128
2024-01-18 02:33:57;0;15;15568;1209;1238104;9;1077936128
2024-01-18 02:33:58;0;15;15568;1209;1238104;9;1077936128
2024-01-18 02:33:59;0;15;15568;1209;1238104;9;1077936128
2024-01-18 02:34:00;0;15;15568;1209;1238104;9;1077936128
2024-01-18 02:34:01;0;15;15568;1209;1238104;9;1077936128
2024-01-18 02:34:03;0;15;15568;1209;1238104;9;1077936128
2024-01-18 02:34:04;0;15;15568;1209;1238104;9;1077936128
2024-01-18 02:34:05;0;15;15568;1209;1238104;9;1077936128
2024-01-18 02:34:06;0;15;15568;1209;1238104;9;1077936128
2024-01-18 02:34:07;0;15;15568;1209;1238104;9;1077936128
2024-01-18 02:34:08;0;15;15568;1209;1238104;9;1077936128
2024-01-18 02:34:09;0;15;15568;1209;1238104;9;1077936128
2024-01-18 02:34:10;0;15;15568;1209;1238104;9;1077936128
2024-01-18 02:34:11;0;15;15568;1209;1238104;9;1077936128
2024-01-18 02:34:12;0;15;15568;1209;1238104;9;1077936128
2024-01-18 02:34:13;0;15;15568;1209;1238104;9;1077936128
2024-01-18 02:34:14;0;15;15568;1209;1238104;9;1077936128
2024-01-18 02:34:15;0;15;15568;1209;1238104;9;1077936128
2024-01-18 02:34:16;0;15;15568;1209;1238104;9;1077936128
2024-01-18 02:34:17;0;15;15568;1209;1238104;9;1077936128
2024-01-18 02:34:18;0;15;15568;1209;1238104;9;1077936128
2024-01-18 02:34:19;0;15;15568;1209;1238104;9;1077936128
2024-01-18 02:34:20;0;15;15568;1209;1238104;9;1077936128
2024-01-18 02:34:21;0;15;15568;1209;1238104;9;1077936128
2024-01-18 02:34:22;0;15;15568;1209;1238104;9;1077936128
2024-01-18 02:34:23;0;15;15568;1209;1238104;9;1077936128
2024-01-18 02:34:24;0;15;15568;1209;1238104;9;1077936128
2024-01-18 02:34:25;0;15;15568;1209;1238104;9;1077936128
2024-01-18 02:34:26;0;15;15568;1209;1238104;9;1077936128
2024-01-18 02:34:27;0;15;15568;1209;1238104;9;1077936128
2024-01-18 02:34:28;0;15;15568;1209;1238104;9;1077936128
2024-01-18 02:34:29;0;15;15568;1209;1238104;9;1077936128
2024-01-18 02:34:30;0;15;15568;1209;1238104;9;1077936128
2024-01-18 02:34:31;0;15;15568;1209;1238104;9;1077936128
2024-01-18 02:34:32;0;15;15568;1209;1238104;9;1077936128
2024-01-18 02:34:33;0;15;15568;1209;1238104;9;1077936128
2024-01-18 02:34:34;0;15;15568;1209;1238104;9;1077936128
2024-01-18 02:34:35;0;15;15568;1209;1238104;9;1077936128
2024-01-18 02:34:37;0;15;15568;1209;1238104;9;1077936128
2024-01-18 02:34:38;0;15;15568;1209;1238104;9;1077936128
2024-01-18 02:34:39;0;15;15568;1209;1238104;9;1077936128
2024-01-18 02:34:40;0;15;15568;1209;1238104;9;1077936128
2024-01-18 02:34:41;0;15;15568;1209;1238104;9;1077936128
2024-01-18 02:34:42;0;15;15568;1209;1238104;9;1077936128
