Timestamp;CPU Usage (%);Mem Usage (MiB);Mem Usage (KiB);Virtual Mem (MiB);Virtual Mem (KiB);Threads;Page Faults
2024-01-18 01:32:28;0;21;22076;10006;10246460;7;1077936128
2024-01-18 01:32:29;1.93705;41;42076;11114;11381668;23;1077936128
2024-01-18 01:32:30;2.21675;45;46176;11179;11448228;24;1077936128
2024-01-18 01:32:31;0.959233;45;46636;11179;11448228;23;1077936128
2024-01-18 01:32:32;0.954654;45;47036;11179;11448228;24;1077936128
2024-01-18 01:32:33;0.950119;47;49080;11179;11448228;23;1077936128
2024-01-18 01:32:34;1.21655;48;49344;11179;11448228;23;1077936128
2024-01-18 01:32:35;2.2113;49;51020;11179;11448228;23;1077936128
2024-01-18 01:32:36;0.724638;50;51284;11179;11448228;24;1077936128
2024-01-18 01:32:37;1.94175;52;53792;11179;11448228;24;1077936128
2024-01-18 01:32:38;0.977995;52;53604;11179;11448228;24;1077936128
2024-01-18 01:32:39;0.243309;52;53604;11179;11448228;24;1077936128
2024-01-18 01:32:41;0.243309;52;53868;11179;11448228;24;1077936128
2024-01-18 01:32:42;0.973236;52;54180;11179;11448228;23;1077936128
2024-01-18 01:32:43;0.243309;52;54180;11179;11448228;23;1077936128
2024-01-18 01:32:44;0.487805;53;54708;11179;11448228;23;1077936128
2024-01-18 01:32:45;0.242718;53;54708;11179;11448228;23;1077936128
2024-01-18 01:32:46;0.488998;53;54708;11179;11448228;23;1077936128
2024-01-18 01:32:47;0.490196;53;54972;11179;11448228;23;1077936128
2024-01-18 01:32:48;0.241546;53;54972;11179;11448228;23;1077936128
2024-01-18 01:32:49;0.245098;53;55236;11179;11448228;23;1077936128
2024-01-18 01:32:50;0.244499;53;55236;11179;11448228;23;1077936128
2024-01-18 01:32:51;0.488998;54;55500;11179;11448228;23;1077936128
2024-01-18 01:32:52;0.243902;54;55500;11179;11448228;23;1077936128
2024-01-18 01:32:53;0.242131;54;55764;11179;11448228;23;1077936128
2024-01-18 01:32:54;0.483092;54;55764;11179;11448228;23;1077936128
2024-01-18 01:32:55;0.731707;54;56292;11179;11448228;23;1077936128
2024-01-18 01:32:56;0.486618;54;56292;11179;11448228;23;1077936128
2024-01-18 01:32:57;0.488998;55;56556;11179;11448228;23;1077936128
2024-01-18 01:32:58;0.243309;55;56820;11179;11448228;23;1077936128
2024-01-18 01:32:59;0.2457;55;56820;11179;11448228;23;1077936128
2024-01-18 01:33:00;0.243902;55;56820;11179;11448228;23;1077936128
2024-01-18 01:33:01;0.484262;55;56820;11179;11448228;23;1077936128
2024-01-18 01:33:02;0.4914;55;56820;11179;11448228;23;1077936128
2024-01-18 01:33:03;0.490196;55;57084;11179;11448228;23;1077936128
2024-01-18 01:33:04;0.245098;56;57348;11179;11448228;23;1077936128
2024-01-18 01:33:05;0.729927;56;57612;11179;11448228;23;1077936128
2024-01-18 01:33:06;0.487805;56;58140;11179;11448228;23;1077936128
2024-01-18 01:33:07;0.973236;56;58140;11179;11448228;23;1077936128
2024-01-18 01:33:08;0.484262;56;58140;11179;11448228;23;1077936128
2024-01-18 01:33:09;0.486618;56;58140;11179;11448228;23;1077936128
2024-01-18 01:33:10;0.242718;57;58404;11179;11448228;23;1077936128
2024-01-18 01:33:11;0.479616;57;58404;11179;11448228;23;1077936128
2024-01-18 01:33:12;0.484262;57;58404;11179;11448228;23;1077936128
2024-01-18 01:33:13;0.243309;57;58668;11179;11448228;23;1077936128
2024-01-18 01:33:15;0.487805;57;58668;11179;11448228;23;1077936128
2024-01-18 01:33:16;0.490196;57;58932;11179;11448228;23;1077936128
2024-01-18 01:33:17;0.245098;57;59188;11179;11448228;23;1077936128
2024-01-18 01:33:18;0.4914;58;59452;11179;11448228;23;1077936128
2024-01-18 01:33:19;0.238663;58;59452;11179;11448228;23;1077936128
2024-01-18 01:33:20;0.242131;58;59452;11179;11448228;23;1077936128
2024-01-18 01:33:21;0.486618;58;59716;11179;11448228;23;1077936128
2024-01-18 01:33:22;0.475059;58;59716;11179;11448228;23;1077936128
2024-01-18 01:33:23;0.240964;58;59980;11179;11448228;23;1077936128
2024-01-18 01:33:24;0.490196;58;59980;11179;11448228;23;1077936128
2024-01-18 01:33:25;0.242131;58;60244;11179;11448228;23;1077936128
2024-01-18 01:33:26;0.242131;58;60244;11179;11448228;23;1077936128
2024-01-18 01:33:27;0.243902;59;60508;11179;11448228;23;1077936128
2024-01-18 01:33:28;0.245098;59;60772;11179;11448228;23;1077936128
2024-01-18 01:33:29;0.487805;59;61036;11179;11448228;23;1077936128
2024-01-18 01:33:30;0.490196;59;61036;11179;11448228;23;1077936128
2024-01-18 01:33:31;0.475059;59;61036;11179;11448228;23;1077936128
2024-01-18 01:33:32;0.483092;59;61036;11179;11448228;23;1077936128
2024-01-18 01:33:33;0;59;61300;11179;11448228;23;1077936128
2024-01-18 01:33:34;0.7109;59;61300;11179;11448228;23;1077936128
2024-01-18 01:33:35;0.243309;60;61564;11179;11448228;23;1077936128
2024-01-18 01:33:36;0.4914;60;61828;11179;11448228;23;1077936128
2024-01-18 01:33:37;0.740741;60;62356;11179;11448228;23;1077936128
2024-01-18 01:33:38;0.726392;60;62356;11179;11448228;23;1077936128
